행정구역,2019년01월_총인구수,2019년01월_남자 인구수,2019년01월_여자 인구수,2019년02월_총인구수,2019년02월_남자 인구수,2019년02월_여자 인구수,2019년03월_총인구수,2019년03월_남자 인구수,2019년03월_여자 인구수,2019년04월_총인구수,2019년04월_남자 인구수,2019년04월_여자 인구수,2019년05월_총인구수,2019년05월_남자 인구수,2019년05월_여자 인구수,2019년06월_총인구수,2019년06월_남자 인구수,2019년06월_여자 인구수,2019년07월_총인구수,2019년07월_남자 인구수,2019년07월_여자 인구수,2019년08월_총인구수,2019년08월_남자 인구수,2019년08월_여자 인구수,2019년09월_총인구수,2019년09월_남자 인구수,2019년09월_여자 인구수,2019년10월_총인구수,2019년10월_남자 인구수,2019년10월_여자 인구수,2019년11월_총인구수,2019년11월_남자 인구수,2019년11월_여자 인구수,2019년12월_총인구수,2019년12월_남자 인구수,2019년12월_여자 인구수,위도,경도
울산광역시 동구,164172,85854,78318,163430,85492,77938,162806,85184,77622,162298,84917,77381,161931,84729,77202,161582,84522,77060,161327,84343,76984,161017,84187,76830,160768,84039,76729,160449,83827,76622,160106,83617,76489,159656,83391,76265,35.50516123,129.4167348
울산광역시 북구,207267,107153,100114,208378,107716,100662,210049,108543,101506,211922,109491,102431,213027,109995,103032,213854,110430,103424,214607,110828,103779,215276,111192,104084,215753,111457,104296,216421,111824,104597,217309,112336,104973,217796,112588,105208,35.582905,129.3612179
울산광역시 울주군,221724,114476,107248,221861,114479,107382,222028,114587,107441,222191,114655,107536,222213,114656,107557,222454,114756,107698,222894,114983,107911,223170,115161,108009,223454,115275,108179,223429,115248,108181,223213,115169,108044,223167,115145,108022,35.52252665,129.2425116
세종특별자치시 세종특별자치시,316814,158090,158724,320326,159860,160466,322693,161056,161637,324417,161944,162473,325777,162578,163199,327643,163528,164115,330298,164832,165466,332098,165740,166358,333757,166548,167209,336356,167810,168546,338647,168916,169731,340575,169845,170730,36.48045322,127.2892442
경기도 수원시,1200038,604383,595655,1199495,604076,595419,1199599,604349,595250,1198461,603839,594622,1197648,603426,594222,1197153,603047,594106,1196323,602650,593673,1195318,601973,593345,1196074,602477,593597,1195204,601900,593304,1194834,601697,593137,1194465,601410,593055,37.26355925,127.0285973
경기도 성남시,953447,471956,481491,952364,471470,480894,950916,470796,480120,949316,470051,479265,948582,469736,478846,947990,469325,478665,946568,468589,477979,945546,468086,477460,944741,467683,477058,943585,467031,476554,942929,466737,476192,942724,466644,476080,37.42022748,127.1266546
경기도 의정부시,448363,221006,227357,449121,221316,227805,449803,221565,228238,450332,221796,228536,450695,221978,228717,450961,222135,228826,451208,222289,228919,451843,222583,229260,451846,222617,229229,451841,222605,229236,451833,222627,229206,451868,222590,229278,37.73825019,127.033733
경기도 안양시,575550,285185,290365,574672,284666,290006,573660,284123,289537,573296,283958,289338,573129,283867,289262,572673,283570,289103,571978,283185,288793,571233,282861,288372,570544,282458,288086,569752,282129,287623,569045,281682,287363,567044,280652,286392,37.39453744,126.9568463
경기도 부천시,842538,419423,423115,840735,418415,422320,839201,417600,421601,837937,416860,421077,837233,416354,420879,836751,416046,420705,835433,415373,420060,834276,414815,419461,833218,414250,418968,831701,413450,418251,830811,412895,417916,829996,412500,417496,37.50375321,126.7658326
경기도 광명시,326425,161524,164901,325766,161221,164545,324730,160659,164071,323527,159997,163530,322418,159439,162979,321435,158925,162510,320693,158524,162169,319899,158133,161766,319205,157759,161446,318021,157157,160864,317144,156721,160423,316552,156405,160147,37.47867555,126.8646736
경기도 평택시,496324,254764,241560,498126,255766,242360,499620,256654,242966,500787,257342,243445,501736,257863,243873,502292,258217,244075,504221,259229,244992,505817,260106,245711,507621,261089,246532,509529,262086,247443,511229,263039,248190,513027,264012,249015,36.99245752,127.112695
경기도 동두천시,95999,47887,48112,95795,47822,47973,95517,47658,47859,95375,47567,47808,95233,47492,47741,95250,47512,47738,95151,47459,47692,95010,47399,47611,94912,47332,47580,94941,47335,47606,94779,47278,47501,94768,47308,47460,37.90370032,127.061145
경기도 안산시,659963,338449,321514,659378,338153,321225,658882,337952,320930,657988,337465,320523,657260,337101,320159,656857,336920,319937,656811,336925,319886,655898,336414,319484,654668,335716,318952,652835,334753,318082,651777,334206,317571,650918,333766,317152,37.32203062,126.8308388
경기도 고양시,1043997,512223,531774,1043426,511917,531509,1044179,512152,532027,1045533,512768,532765,1046552,513309,533243,1047575,513781,533794,1051177,515498,535679,1055873,517685,538188,1059340,519410,539930,1061929,520659,541270,1064218,521818,542400,1066351,522749,543602,37.65830361,126.832016
경기도 과천시,58195,28470,29725,58280,28519,29761,58267,28524,29743,58218,28516,29702,58112,28481,29631,58050,28458,29592,58044,28469,29575,58036,28457,29579,58043,28494,29549,57997,28482,29515,58107,28541,29566,58289,28638,29651,37.42927348,126.9875979
경기도 구리시,203181,100867,102314,202687,100625,102062,202279,100439,101840,201952,100291,101661,201679,100174,101505,201357,99980,101377,200952,99821,101131,200205,99430,100775,199595,99123,100472,199239,98926,100313,199259,98985,100274,199265,98968,100297,37.5944714,127.1297639
경기도 남양주시,682540,340422,342118,684411,341356,343055,685916,342020,343896,687575,342750,344825,689019,343389,345630,691107,344481,346626,693793,345828,347965,697225,347547,349678,699326,348496,350830,700598,349141,351457,701091,349286,351805,701830,349664,352166,37.61055247,127.1711945
경기도 오산시,220140,113310,106830,220239,113417,106822,220377,113557,106820,220081,113460,106621,220089,113548,106541,220085,113626,106459,219975,113583,106392,221669,114441,107228,222981,115127,107854,224113,115730,108383,225446,116401,109045,226379,116904,109475,37.14993516,127.0770233
경기도 시흥시,451182,236156,215026,454800,237996,216804,457610,239535,218075,459601,240657,218944,461815,241804,220011,463836,242805,221031,465515,243581,221934,466962,244379,222583,468274,245091,223183,470759,246360,224399,472162,247082,225080,473682,247804,225878,37.38014281,126.8028693
경기도 군포시,276645,137402,139243,276058,137076,138982,275586,136824,138762,275207,136598,138609,274793,136404,138389,274686,136378,138308,274364,136174,138190,274495,136165,138330,274667,136269,138398,275129,136439,138690,275546,136666,138880,275852,136878,138974,37.36160744,126.9352653
경기도 의왕시,154114,76931,77183,154755,77282,77473,156148,77943,78205,157090,78391,78699,158108,78950,79158,158696,79256,79440,159400,79560,79840,159720,79738,79982,159911,79838,80073,160023,79833,80190,160045,79843,80202,161153,80353,80800,37.34496964,126.9687218
경기도 하남시,256611,129000,127611,259047,130284,128763,260862,131231,129631,262261,131949,130312,263442,132511,130931,264406,133022,131384,266082,133846,132236,268186,134903,133283,269539,135623,133916,270495,136052,134443,271574,136553,135021,272455,136985,135470,37.53923662,127.2145653
경기도 용인시,1037042,515145,521897,1038403,515741,522662,1039361,516135,523226,1042229,517714,524515,1046066,519803,526263,1048832,521287,527545,1052348,523068,529280,1054989,524485,530504,1055516,524635,530881,1057086,525254,531832,1057895,525224,532671,1059609,525946,533663,37.24071642,127.177274
경기도 파주시,452564,229604,222960,453057,229915,223142,453267,229975,223292,453366,230009,223357,453600,230127,223473,453883,230304,223579,453942,230341,223601,453898,230315,223583,453825,230236,223589,454055,230435,223620,454107,230527,223580,454040,230461,223579,37.75946605,126.7803264
경기도 이천시,214488,110186,104302,214548,110303,104245,214451,110280,104171,214814,110565,104249,215075,110735,104340,215499,111013,104486,215914,111273,104641,216227,111533,104694,216225,111556,104669,216332,111621,104711,215804,111215,104589,215834,111244,104590,37.27224558,127.435023
경기도 안성시,183611,94127,89484,183676,94189,89487,183570,94158,89412,183665,94185,89480,184141,94487,89654,184610,94734,89876,184464,94695,89769,184276,94647,89629,184082,94581,89501,183833,94482,89351,183512,94287,89225,183405,94227,89178,37.00786318,127.2798342
경기도 김포시,425563,213624,211939,427776,214769,213007,428754,215270,213484,429752,215786,213966,431096,216422,214674,432167,216996,215171,432964,217423,215541,433777,217759,216018,434344,218050,216294,435213,218504,216709,436006,218919,217087,437221,219552,217669,37.61533178,126.7154295
경기도 화성시,765107,396222,368885,771099,399326,371773,775958,401902,374056,781507,404675,376832,786183,407102,379081,790446,409306,381140,795186,411797,383389,799312,413982,385330,803252,416120,387132,807983,418590,389393,811778,420550,391228,815396,422470,392926,37.19943362,126.8315556
경기도 광주시,364179,186502,177677,364472,186676,177796,365139,187027,178112,366092,187532,178560,367096,188109,178987,367655,188450,179205,368391,188843,179548,368999,189083,179916,370411,189808,180603,371285,190190,181095,371903,190449,181454,372654,190774,181880,37.4294162,127.2551636
경기도 양주시,217679,110329,107350,218057,110513,107544,218864,110935,107929,219789,111443,108346,220552,111816,108736,220853,111962,108891,221065,112090,108975,221263,112167,109096,221579,112323,109256,221950,112495,109455,222257,112746,109511,222314,112775,109539,37.78529546,127.04579
경기도 포천시,150192,79079,71113,149981,78981,71000,149838,78961,70877,149603,78843,70760,149390,78731,70659,149368,78691,70677,149121,78556,70565,149042,78501,70541,148800,78418,70382,148751,78446,70305,148583,78342,70241,148379,78231,70148,37.89490568,127.200311
경기도 여주시,111368,56491,54877,111205,56418,54787,111178,56403,54775,111143,56391,54752,111121,56383,54738,111093,56362,54731,111150,56400,54750,111095,56369,54726,110994,56334,54660,111060,56391,54669,111150,56453,54697,111083,56427,54656,37.29818024,127.6366015
경기도 연천군,44542,23322,21220,44337,23233,21104,44253,23177,21076,44187,23128,21059,44116,23092,21024,44023,23043,20980,44008,23036,20972,43994,23047,20947,43933,22998,20935,43881,22980,20901,43918,23003,20915,43824,22962,20862,38.09636868,127.0750663
경기도 가평군,62937,32351,30586,62814,32263,30551,62780,32257,30523,62740,32255,30485,62986,32297,30689,62948,32276,30672,62856,32216,30640,62826,32200,30626,62743,32182,30561,62710,32147,30563,62502,32062,30440,62415,32042,30373,37.8312274,127.509577
경기도 양평군,116124,58389,57735,116116,58391,57725,116014,58331,57683,116084,58362,57722,116517,58543,57974,116641,58606,58035,116914,58784,58130,117034,58874,58160,117010,58806,58204,117082,58856,58226,116933,58737,58196,116874,58654,58220,37.49165875,127.4874649
강원도 춘천시,280574,138215,142359,280385,138147,142238,280194,138059,142135,280098,137985,142113,280130,138025,142105,280053,137975,142078,280078,138030,142048,280407,138198,142209,280502,138209,142293,280646,138305,142341,280952,138477,142475,281291,138700,142591,37.88126781,127.7299743
강원도 원주시,344514,171255,173259,345143,171459,173684,345403,171573,173830,345712,171649,174063,346033,171784,174249,346536,172068,174468,347046,172347,174699,347506,172552,174954,347762,172685,175077,348158,172912,175246,348607,173118,175489,349215,173425,175790,37.34200542,127.9196968
강원도 강릉시,212894,105682,107212,212858,105620,107238,212718,105591,107127,213106,105774,107332,213199,105761,107438,213366,105847,107519,213348,105809,107539,213335,105817,107518,213530,105913,107617,213563,105925,107638,213527,105914,107613,213442,105893,107549,37.75192033,128.8758988
강원도 동해시,91107,46135,44972,90973,46079,44894,90885,45988,44897,90808,45947,44861,90700,45900,44800,90615,45864,44751,90608,45881,44727,90537,45855,44682,90472,45798,44674,90392,45762,44630,90337,45766,44571,90522,45845,44677,37.52501602,129.1144366
강원도 태백시,44687,22510,22177,44557,22469,22088,44525,22461,22064,44415,22414,22001,44392,22416,21976,44321,22398,21923,44240,22358,21882,44146,22310,21836,44092,22281,21811,44032,22252,21780,43975,22222,21753,43866,22168,21698,37.16407866,128.9857267
강원도 속초시,81539,40187,41352,81442,40143,41299,81438,40164,41274,81497,40179,41318,81618,40249,41369,81700,40287,41413,81739,40292,41447,81749,40301,41448,81773,40314,41459,81792,40336,41456,81810,40375,41435,81786,40420,41366,38.20736378,128.5922346
강원도 삼척시,68057,34402,33655,67771,34253,33518,67893,34355,33538,68053,34452,33601,68016,34464,33552,67901,34429,33472,67854,34374,33480,67746,34320,33426,67721,34326,33395,67604,34248,33356,67518,34183,33335,67228,34038,33190,37.44998132,129.1653894
강원도 홍천군,69822,35607,34215,69675,35564,34111,69695,35562,34133,69646,35542,34104,69616,35539,34077,69498,35477,34021,69419,35445,33974,69340,35407,33933,69271,35374,33897,69226,35381,33845,69187,35360,33827,69150,35359,33791,37.69715594,127.8887666
강원도 횡성군,46648,23801,22847,46569,23764,22805,46738,23857,22881,46767,23882,22885,46767,23870,22897,46749,23849,22900,46751,23866,22885,46761,23876,22885,46704,23860,22844,46677,23833,22844,46703,23859,22844,46575,23785,22790,37.49171366,127.9849703
강원도 영월군,39581,20407,19174,39535,20367,19168,39539,20373,19166,39440,20326,19114,39389,20298,19091,39365,20274,19091,39305,20233,19072,39225,20197,19028,39176,20160,19016,39131,20135,18996,39106,20124,18982,39127,20143,18984,37.18370855,128.4617516
강원도 평창군,42550,21743,20807,42570,21746,20824,42511,21722,20789,42435,21682,20753,42398,21666,20732,42368,21632,20736,42343,21629,20714,42315,21619,20696,42259,21601,20658,42238,21601,20637,42218,21605,20613,42106,21550,20556,37.37075556,128.3902789
강원도 정선군,37583,19542,18041,37451,19498,17953,37420,19474,17946,37438,19467,17971,37409,19458,17951,37414,19466,17948,37388,19441,17947,37362,19423,17939,37351,19422,17929,37334,19396,17938,37309,19387,17922,37271,19360,17911,37.38061264,128.6608105
강원도 철원군,46259,24329,21930,46006,24185,21821,45946,24135,21811,45840,24054,21786,45741,23982,21759,45664,23901,21763,45590,23837,21753,45602,23807,21795,45578,23790,21788,45594,23784,21810,45617,23803,21814,45584,23767,21817,38.14658472,127.3125482
강원도 화천군,25077,13594,11483,24986,13555,11431,24987,13547,11440,24979,13513,11466,24972,13481,11491,24915,13430,11485,24837,13376,11461,24764,13343,11421,24680,13286,11394,24720,13329,11391,24912,13497,11415,24917,13495,11422,38.10624708,127.7080903
강원도 양구군,23342,12417,10925,23189,12352,10837,23328,12414,10914,23279,12374,10905,23248,12358,10890,23334,12439,10895,23246,12384,10862,23185,12354,10831,23121,12327,10794,23049,12266,10783,22921,12182,10739,22764,12082,10682,38.10999021,127.9899381
강원도 인제군,32056,17290,14766,31977,17255,14722,31901,17226,14675,31902,17248,14654,31894,17249,14645,31881,17226,14655,31823,17189,14634,31759,17140,14619,31715,17116,14599,31744,17150,14594,31740,17164,14576,31672,17143,14529,38.06952159,128.1697635
강원도 고성군,28052,14664,13388,27928,14589,13339,27936,14579,13357,27860,14531,13329,27649,14406,13243,27554,14350,13204,27458,14281,13177,27398,14244,13154,27320,14182,13138,27283,14164,13119,27239,14130,13109,27260,14114,13146,38.38058598,128.4678781
강원도 양양군,27351,13903,13448,27430,13943,13487,27431,13935,13496,27519,13983,13536,27605,14014,13591,27621,14011,13610,27641,14007,13634,27643,14027,13616,27694,14063,13631,27714,14069,13645,27721,14084,13637,27726,14099,13627,38.07537941,128.6190796
충청북도 청주시,838651,422262,416389,838855,422410,416445,838826,422429,416397,838887,422470,416417,839106,422543,416563,839080,422559,416521,839037,422537,416500,839347,422759,416588,839428,422772,416656,839638,422861,416777,839615,422902,416713,839566,422864,416702,36.64246074,127.4891116
충청북도 충주시,210548,106221,104327,210662,106280,104382,210555,106236,104319,210463,106245,104218,210417,106223,104194,210397,106256,104141,210353,106318,104035,210410,106339,104071,210504,106389,104115,210670,106489,104181,210826,106598,104228,210737,106569,104168,36.99091676,127.9257467
충청북도 제천시,135159,67673,67486,134992,67629,67363,134842,67565,67277,135243,67729,67514,135225,67738,67487,135176,67711,67465,135116,67719,67397,135057,67676,67381,134916,67594,67322,134863,67591,67272,134768,67548,67220,134617,67459,67158,37.13259287,128.1908895
충청북도 보은군,33622,16817,16805,33587,16803,16784,33538,16782,16756,33448,16748,16700,33368,16724,16644,33285,16683,16602,33223,16647,16576,33177,16640,16537,33139,16613,16526,33087,16576,16511,33008,16541,16467,32949,16531,16418,36.48945062,127.7295675
충청북도 옥천군,51410,25873,25537,51332,25844,25488,51372,25879,25493,51371,25880,25491,51330,25861,25469,51331,25866,25465,51237,25828,25409,51196,25809,25387,51132,25786,25346,51056,25729,25327,51034,25723,25311,51023,25707,25316,36.30634045,127.5712259
충청북도 영동군,49380,24498,24882,49215,24385,24830,49177,24380,24797,49179,24383,24796,49166,24387,24779,49068,24331,24737,49016,24295,24721,48931,24273,24658,48883,24242,24641,48874,24237,24637,48877,24254,24623,48738,24181,24557,36.17489697,127.7833915
충청북도 증평군,37220,19194,18026,37162,19179,17983,37187,19186,18001,37378,19299,18079,37480,19362,18118,37540,19378,18162,37494,19358,18136,37487,19371,18116,37469,19375,18094,37447,19362,18085,37419,19357,18062,37392,19350,18042,36.78528798,127.5814568
충청북도 진천군,78781,41126,37655,79172,41344,37828,79526,41528,37998,79919,41750,38169,80233,41908,38325,80382,41978,38404,80595,42089,38506,80731,42174,38557,80933,42283,38650,80942,42292,38650,80962,42318,38644,81084,42388,38696,36.85487116,127.4357457
충청북도 괴산군,38586,19684,18902,38369,19565,18804,38240,19501,18739,38133,19445,18688,37993,19383,18610,37966,19375,18591,37916,19356,18560,37860,19319,18541,37875,19337,18538,37968,19420,18548,38312,19601,18711,39163,20013,19150,36.8153505,127.7866016
충청북도 음성군,95595,50457,45138,95363,50345,45018,95391,50391,45000,95375,50442,44933,95473,50521,44952,95381,50461,44920,95378,50458,44920,95278,50417,44861,95184,50365,44819,95115,50300,44815,95014,50262,44752,94982,50264,44718,36.94021058,127.6904771
충청북도 단양군,30203,15215,14988,30159,15191,14968,30121,15183,14938,30092,15176,14916,30063,15175,14888,30044,15178,14866,30003,15155,14848,29928,15128,14800,29876,15101,14775,29839,15071,14768,29816,15083,14733,29756,15058,14698,36.98510421,128.3655621
충청남도 천안시,646701,329432,317269,647760,329905,317855,648422,330173,318249,649107,330583,318524,649514,330824,318690,649916,331121,318795,650292,331256,319036,650752,331570,319182,651090,331786,319304,651661,332111,319550,651913,332270,319643,652258,332447,319811,36.81508793,127.1139222
충청남도 공주시,107369,53859,53510,107175,53745,53430,107062,53686,53376,107036,53679,53357,107081,53700,53381,107101,53665,53436,107057,53660,53397,106931,53607,53324,106781,53516,53265,106632,53410,53222,106517,53356,53161,106474,53343,53131,36.44652532,127.1190088
충청남도 보령시,101799,51506,50293,101615,51444,50171,101582,51428,50154,101549,51395,50154,101538,51378,50160,101533,51370,50163,101341,51249,50092,101282,51178,50104,101235,51126,50109,101160,51094,50066,101167,51108,50059,101114,51146,49968,36.33347359,126.6127756
충청남도 아산시,313186,161747,151439,313330,161938,151392,313471,162022,151449,313537,162122,151415,313636,162226,151410,313738,162329,151409,313782,162313,151469,313898,162308,151590,313960,162379,151581,314235,162565,151670,314249,162598,151651,314395,162694,151701,36.78992729,127.0024922
충청남도 서산시,174257,89885,84372,174176,89928,84248,174191,89953,84238,174344,90037,84307,174241,90003,84238,174262,90033,84229,174397,90078,84319,174377,90106,84271,174495,90207,84288,174511,90225,84286,174575,90248,84327,174690,90348,84342,36.78478317,126.4503368
충청남도 논산시,120223,60119,60104,120114,60103,60011,120012,60043,59969,120005,60046,59959,119929,59986,59943,119785,59908,59877,119646,59857,59789,119574,59798,59776,119447,59701,59746,119279,59606,59673,119164,59562,59602,118842,59406,59436,36.18720384,127.0986769
충청남도 계룡시,43603,21643,21960,43484,21586,21898,43434,21569,21865,43378,21536,21842,43399,21553,21846,43356,21517,21839,43334,21500,21834,43358,21501,21857,43325,21488,21837,43216,21426,21790,43159,21419,21740,42971,21338,21633,36.27450688,127.2485308
충청남도 당진시,167723,88447,79276,167580,88464,79116,167534,88499,79035,167481,88416,79065,167453,88390,79063,167397,88356,79041,167302,88343,78959,167208,88319,78889,167260,88388,78872,167196,88368,78828,167190,88357,78833,167042,88299,78743,36.88959597,126.6460108
충청남도 금산군,53092,26768,26324,53064,26777,26287,53043,26753,26290,52957,26689,26268,52815,26625,26190,52799,26604,26195,52697,26544,26153,52630,26519,26111,52528,26475,26053,52385,26388,25997,52332,26362,25970,52257,26309,25948,36.10885289,127.4880279
충청남도 부여군,67979,33662,34317,67806,33606,34200,67668,33536,34132,67524,33457,34067,67409,33393,34016,67369,33364,34005,67270,33304,33966,67206,33295,33911,67130,33273,33857,66932,33166,33766,66827,33097,33730,66740,33049,33691,36.27567229,126.9097853
충청남도 서천군,53796,26568,27228,53660,26515,27145,53582,26483,27099,53462,26418,27044,53410,26414,26996,53351,26373,26978,53265,26339,26926,53125,26280,26845,53010,26224,26786,52945,26193,26752,52890,26161,26729,52805,26110,26695,36.08030449,126.6918535
충청남도 청양군,31968,16118,15850,31848,16074,15774,31743,16028,15715,31642,15973,15669,31615,15962,15653,31548,15922,15626,31471,15877,15594,31400,15827,15573,31387,15842,15545,31374,15839,15535,31519,15896,15623,31717,15997,15720,36.45914434,126.8023368
충청남도 홍성군,100956,50185,50771,100799,50092,50707,101203,50324,50879,101037,50227,50810,100983,50213,50770,100952,50187,50765,100809,50120,50689,100790,50100,50690,100701,50059,50642,100749,50100,50649,100598,49994,50604,100423,49931,50492,36.60131617,126.6608455
