행정구역,2020년1월_여자 인구수,2020년2월_여자 인구수,2020년3월_여자 인구수,2020년4월_여자 인구수,2020년5월_여자 인구수,2020년6월_여자 인구수,2020년7월_여자 인구수,2020년8월_여자 인구수,2020년9월_여자 인구수,2020년10월_여자 인구수,2020년11월_여자 인구수,2020년12월_여자 인구수,위도,경도
서울특별시 종로구,77527,77580,77513,77373,77216,77095,76969,76900,76928,76856,76808,76749,37.57364689,126.978984
서울특별시 중구,64255,64295,64336,64356,64373,64395,64326,64339,64274,64209,64142,64018,37.5639284,126.9975517
서울특별시 용산구,118684,118904,118912,118765,118856,118904,118994,118959,119182,119290,119375,119318,37.53253057,126.9907138
서울특별시 성동구,153390,153109,152742,152416,152253,152139,151866,151482,151147,150836,150527,150169,37.56361329,127.0369234
서울특별시 광진구,181099,181032,180849,180803,180751,180695,180492,180175,179969,179821,179659,179372,37.53857836,127.0821862
서울특별시 동대문구,174116,174237,174260,174172,174250,174201,174022,173724,173668,173499,173289,173068,37.57441406,127.0398434
서울특별시 중랑구,199952,199831,199543,199288,199289,199065,199066,199857,200016,199854,199725,199537,37.60648307,127.0931308
서울특별시 성북구,228224,228405,228568,228431,228534,228381,228155,227836,227568,227193,226762,226343,37.58960402,127.0167645
서울특별시 강북구,160647,160432,160238,160097,159937,159745,159491,159179,158879,158501,158146,157912,37.6399466,127.0255077
서울특별시 도봉구,170052,169756,169359,169126,168954,168705,168357,167925,167525,167261,167006,166637,37.66898579,127.0470495
서울특별시 노원구,274916,274575,274311,273958,273572,273263,272854,272255,271689,271296,270916,270654,37.65423107,127.0565938
서울특별시 은평구,248286,248238,247872,247916,247967,248884,249800,250221,250182,250002,249854,249556,37.60291898,126.929256
서울특별시 서대문구,161239,161895,162591,162740,162811,162800,162590,162829,163219,162990,162820,162813,37.57943924,126.9365268
서울특별시 마포구,197169,197426,197627,197570,197852,197726,197599,197446,197497,197206,196897,196740,37.56628642,126.9014899
서울특별시 양천구,232892,232630,232098,232569,233097,233045,232935,232709,232351,232048,231841,231427,37.51714651,126.8665429
서울특별시 강서구,305290,304800,304217,303738,303438,303239,302936,302273,301593,301164,300876,300151,37.55110585,126.8495849
서울특별시 구로구,205686,205391,205279,205032,204932,204977,205097,205244,205311,205286,205131,204735,37.49570011,126.8876391
서울특별시 금천구,114767,114682,114539,114461,114526,114488,114372,114516,114668,114744,114639,114507,37.45695405,126.895379
서울특별시 영등포구,185412,186640,187587,187779,188033,188444,188941,189530,189830,190507,191215,191833,37.52652266,126.8962345
서울특별시 동작구,203864,203768,203742,203781,203899,203954,203842,203364,203132,202684,202369,202068,37.51261701,126.9397997
서울특별시 관악구,248938,248765,248631,248536,248803,248911,248904,248796,248490,247670,247202,246721,37.47828858,126.9514609
서울특별시 서초구,224938,225143,224781,224277,224076,223882,223486,222957,222323,222051,221938,221767,37.48375739,127.0326987
서울특별시 강남구,284748,284970,284150,283304,282757,282480,282012,281741,281274,281666,281505,281232,37.51768528,127.047386
서울특별시 송파구,349080,348902,348236,347735,347446,347195,347282,347178,346685,345978,345835,345661,37.5146405,127.105894
서울특별시 강동구,223250,226423,229457,230721,231443,231958,232169,232227,232662,232831,232973,233754,37.53028931,127.1237639
부산광역시 중구,21322,21344,21310,21263,21285,21241,21253,21272,21248,21227,21207,21241,35.10653923,129.0322797
부산광역시 서구,55486,55476,55439,55471,55549,55606,55621,55552,55510,55690,55761,55794,35.09811743,129.0242148
부산광역시 동구,44916,44986,45445,45670,45703,45695,45705,45723,45589,45521,45428,45392,35.12951925,129.0454126
부산광역시 영도구,58965,58851,58736,58631,58521,58420,58290,58089,57954,57781,57636,57496,35.09140559,129.0678947
부산광역시 부산진구,184176,183996,184027,184275,184387,184485,184742,184754,184729,185063,185666,185966,35.16304228,129.0530903
부산광역시 동래구,139161,139183,139576,139687,139665,139717,139731,139631,139524,139371,139165,139010,35.1967203,129.0930973
부산광역시 남구,139582,139229,139028,138640,138459,138170,137916,137678,137506,137178,136939,136694,35.1367524,129.0844303
부산광역시 북구,146819,146504,146212,145957,145944,145651,145310,144906,144629,144216,143896,143425,35.19746596,128.9902986
부산광역시 해운대구,210275,209978,209750,209856,209516,209285,209305,208981,208856,208921,208741,208551,35.16335254,129.1638847
부산광역시 사하구,160490,160105,159787,159480,159300,159036,158809,158359,157932,157460,157074,156529,35.1045808,128.9749752
부산광역시 금정구,121738,121602,121334,121043,120880,120581,120214,119975,119767,119549,119420,119071,35.2430003,129.0921739
부산광역시 강서구,62945,63191,63362,63410,63548,63663,63771,64442,65389,65972,66333,66712,35.21241036,128.9804872
부산광역시 연제구,108494,108771,108731,108661,108615,108448,108361,108808,108955,108874,108665,108457,35.17640584,129.0796413
부산광역시 수영구,92587,93078,93161,93241,93214,93287,93169,93251,93436,93389,93309,93321,35.14574351,129.1131838
부산광역시 사상구,107572,107417,107204,107010,106804,106601,106426,106210,105978,105703,105457,105181,35.15280367,128.9911898
부산광역시 기장군,83089,83948,84578,84853,85377,85919,86540,86979,87193,87406,87762,88106,35.24482811,129.2222634
대구광역시 중구,39993,39967,39975,39891,39867,39948,39980,40002,39978,39881,39797,39748,35.86947505,128.6060564
대구광역시 동구,174648,174100,174250,174140,173784,173687,173758,174093,174063,173759,173720,173477,35.88681859,128.6355584
대구광역시 서구,87042,86845,86705,86640,86386,86163,86081,85984,85745,85561,85303,85128,35.87200214,128.5592204
대구광역시 남구,76715,76718,76835,76775,76676,76537,76539,76491,76288,76080,76208,76161,35.84618324,128.5973754
대구광역시 북구,219263,218996,219178,219182,219585,220094,220518,220674,221084,221229,221224,221066,35.88430565,128.5815912
대구광역시 수성구,220699,220659,220702,220515,220231,220046,219911,219882,219687,219624,219315,219021,35.85823498,128.6305627
대구광역시 달서구,287461,287046,287323,287079,286543,286151,285826,285389,284993,284337,283799,283005,35.82992525,128.5326441
대구광역시 달성군,126280,126188,126327,126402,126483,126513,126788,127051,127097,127254,127412,127631,35.77475899,128.4313244
인천광역시 중구,65545,66042,66382,66605,66868,66950,67057,67096,67125,67124,67261,67244,37.47393798,126.6215171
인천광역시 동구,31852,31795,31725,31627,31565,31445,31330,31237,31190,31101,31057,30967,37.4740331,126.6432655
인천광역시 미추홀구,202547,202081,201865,201748,201727,201487,201226,200697,200267,199846,199723,200705,37.46365763,126.6502865
인천광역시 연수구,184527,185737,186346,186663,187138,187308,188220,190085,191540,192867,194120,194880,37.41037273,126.678298
인천광역시 남동구,267734,267580,267452,267178,266960,266709,266237,265772,265447,265295,264914,264431,37.44725267,126.7314723
인천광역시 부평구,257563,256638,255659,255049,254464,253702,253098,252196,251606,251202,250696,250249,37.50724197,126.7218691
인천광역시 계양구,151580,151100,150903,150635,150469,150198,149904,149417,149097,148994,148923,148774,37.53757116,126.7377225
인천광역시 서구,269654,269519,269338,269350,269331,269375,269392,269140,268924,268692,268521,268262,37.54548073,126.6760045
인천광역시 강화군,34515,34491,34401,34421,34446,34443,34450,34418,34457,34466,34467,34559,37.74685272,126.4878739
인천광역시 옹진군,8853,8839,8779,8780,8788,8787,8814,8813,8795,8812,8830,8814,37.44668379,126.6368011
광주광역시 동구,49867,49866,49878,49879,50143,50182,50185,50154,51070,51656,51940,52087,35.14615419,126.9231381
광주광역시 서구,153462,153265,152937,152895,152776,152531,152380,152246,151963,151666,151511,151202,35.15217985,126.8899468
광주광역시 남구,113017,113021,112929,112798,112407,112128,111978,111855,111633,111546,111392,111322,35.13321296,126.9022115
광주광역시 북구,218049,217887,217967,218019,217837,218185,218212,218111,217808,217446,217233,216820,35.17438289,126.9121844
광주광역시 광산구,201362,201396,201534,201969,202070,201962,202094,202187,202033,201768,201547,201283,35.13977662,126.7937594
대전광역시 동구,112042,111750,111612,111607,111441,111212,111089,110954,110779,110517,110352,110605,36.31203163,127.4548059
대전광역시 중구,121458,121428,121274,121149,120963,120739,120557,120379,120220,119960,119774,119317,36.32576074,127.4213595
대전광역시 서구,244335,244377,244211,244292,244403,244491,244395,244361,244175,243693,243244,242768,36.35552081,127.3838132
대전광역시 유성구,173207,173209,173270,173515,174072,174242,174449,174549,174601,174398,174206,173807,36.36246979,127.3561992
대전광역시 대덕구,86851,86570,86312,86185,86096,85915,85727,85641,85968,86436,86616,86686,36.34692581,127.4155614
울산광역시 중구,109825,109521,109190,108968,108719,108469,108255,108112,107949,107791,107596,107394,35.56970355,129.3327733
울산광역시 남구,158711,158687,158424,158345,158327,158194,157993,157795,157555,157407,157203,156866,35.54394782,129.330126
울산광역시 동구,76077,75805,75636,75528,75448,75340,75250,75140,75093,75058,74985,74807,35.50516123,129.4167348
울산광역시 북구,105280,105355,105386,105404,105395,105484,105524,105532,105588,105612,105557,105622,35.582905,129.3612179
울산광역시 울주군,107911,107716,107800,107951,107825,107764,107807,107809,107796,107750,107699,107620,35.52252665,129.2425116
세종특별자치시 세종특별자치시,171599,172385,172841,173040,173104,173107,173557,174049,174401,175872,177094,178263,36.48045322,127.2892442
경기도 수원시,592797,592522,592212,592006,591864,591674,591525,590973,590377,589775,589541,589002,37.26355925,127.0285973
경기도 성남시,476067,475877,475573,475408,474879,474441,473949,474867,475551,475423,475044,474657,37.42022748,127.1266546
경기도 의정부시,229265,229755,230145,230457,230759,231104,231192,231675,232558,233186,233734,234368,37.73825019,127.033733
경기도 안양시,285495,284388,283772,283342,282795,281877,281243,280351,279609,279124,278746,278091,37.39453744,126.9568463
경기도 부천시,417035,416330,416279,416167,415836,415718,415304,414454,414119,413667,413151,412360,37.50375321,126.7658326
경기도 광명시,159825,159996,160092,159845,159164,158349,157544,156294,154842,153283,151988,151321,37.47867555,126.8646736
경기도 평택시,249839,250881,251764,252318,253002,253698,254327,255174,256063,257194,258375,259690,36.99245752,127.112695
경기도 동두천시,47443,47296,47183,47176,47151,47192,47081,47056,47038,47069,47240,47315,37.90370032,127.061145
경기도 안산시,317088,317372,318138,318542,318794,318973,318834,318651,318518,318469,318845,319111,37.32203062,126.8308388
경기도 고양시,544838,546119,547153,548172,548875,549333,549646,549191,548913,549395,550213,550736,37.65830361,126.832016
경기도 과천시,29684,29637,29647,30346,30918,31184,31421,31528,31551,31552,31560,32163,37.42927348,126.9875979
경기도 구리시,100157,100114,100226,100202,100149,99958,99826,99627,99714,99636,99575,99515,37.5944714,127.1297639
경기도 남양주시,352487,353332,353851,354232,354454,355046,356030,356416,356732,357338,357873,358124,37.61055247,127.1711945
경기도 오산시,109588,109661,109753,109940,109953,110162,110266,110464,110681,110759,110885,110940,37.14993516,127.0770233
경기도 시흥시,226703,227174,227639,228152,228588,229526,230871,233332,235243,236452,237692,239165,37.38014281,126.8028693
경기도 군포시,138999,138859,138920,138920,138901,139002,138942,138685,138455,138291,138179,137957,37.36160744,126.9352653
경기도 의왕시,81515,82273,82586,82652,82368,82142,81874,81745,82216,82357,82394,82325,37.34496964,126.9687218
경기도 하남시,136054,137022,138107,139178,140039,140944,141534,142138,143019,143755,144820,146028,37.53923662,127.2145653
경기도 용인시,534617,535851,536849,538268,539260,540180,541196,541519,541544,541569,541302,541329,37.24071642,127.177274
경기도 파주시,223503,223418,223704,224120,224215,224551,224963,226239,227365,228240,228916,229568,37.75946605,126.7803264
경기도 이천시,104601,104597,104850,104986,105117,105463,105683,105879,105876,105846,105857,105441,37.27224558,127.435023
경기도 안성시,89120,89128,89270,89430,89740,89858,89969,90224,90338,90454,90540,90657,37.00786318,127.2798342
경기도 김포시,217984,218885,220718,221982,222814,223898,225240,228583,231234,232967,234110,236463,37.61533178,126.7154295
경기도 화성시,394699,396477,398842,400839,401879,402768,404116,405781,407607,409096,410475,411407,37.19943362,126.8315556
경기도 광주시,182147,182446,182968,183353,183859,184293,184927,185334,185767,186038,186333,186756,37.4294162,127.2551636
경기도 양주시,109505,109581,110189,110544,110833,111258,112277,112858,112999,113286,113426,113443,37.78529546,127.04579
경기도 포천시,70008,69798,69803,69910,69839,69782,69643,69660,69607,69512,69465,69369,37.89490568,127.200311
경기도 여주시,54629,54630,54668,54706,54689,54759,54800,54787,54823,54895,54908,55059,37.29818024,127.6366015
경기도 연천군,20793,20732,20694,20736,20759,20767,20732,20729,20763,20754,20730,20717,38.09636868,127.0750663
경기도 가평군,30317,30248,30272,30330,30391,30420,30385,30377,30346,30308,30303,30221,37.8312274,127.509577
경기도 양평군,58256,58272,58349,58464,58554,58653,58739,58897,58940,59076,59178,59247,37.49165875,127.4874649
강원도 춘천시,142662,142744,142711,142625,142562,142565,142615,142768,142828,143000,143116,143189,37.88126781,127.7299743
강원도 원주시,176311,176675,176775,176954,177278,177389,177649,177812,177972,178186,178304,178437,37.34200542,127.9196968
강원도 강릉시,107553,107575,107478,107398,107325,107270,107279,107284,107351,107406,107463,107527,37.75192033,128.8758988
강원도 동해시,44635,44534,44532,44535,44597,44622,44634,44661,44669,44679,44630,44602,37.52501602,129.1144366
강원도 태백시,21625,21535,21462,21395,21407,21364,21294,21231,21196,21184,21115,21079,37.16407866,128.9857267
강원도 속초시,41370,41332,41291,41320,41356,41476,41543,41601,41629,41651,41705,41700,38.20736378,128.5922346
강원도 삼척시,32995,32792,32597,32485,32444,32424,32411,32440,32394,32336,32303,32232,37.44998132,129.1653894
강원도 홍천군,33684,33550,33490,33494,33542,33546,33563,33554,33559,33555,33555,33579,37.69715594,127.8887666
강원도 횡성군,22690,22676,22617,22563,22577,22655,22623,22626,22659,22667,22675,22650,37.49171366,127.9849703
강원도 영월군,18886,18824,18828,18760,18763,18786,18770,18750,18711,18710,18713,18676,37.18370855,128.4617516
강원도 평창군,20473,20431,20393,20364,20403,20400,20378,20392,20385,20384,20359,20360,37.37075556,128.3902789
강원도 정선군,17874,17824,17810,17804,17801,17810,17783,17771,17754,17747,17738,17696,37.38061264,128.6608105
강원도 철원군,21734,21697,21659,21617,21609,21586,21578,21553,21532,21488,21471,21483,38.14658472,127.3125482
강원도 화천군,11380,11339,11313,11309,11321,11345,11332,11362,11397,11394,11380,11385,38.10624708,127.7080903
강원도 양구군,10589,10513,10495,10574,10576,10543,10520,10513,10501,10483,10483,10449,38.10999021,127.9899381
강원도 인제군,14481,14421,14448,14479,14497,14502,14504,14545,14531,14569,14579,14610,38.06952159,128.1697635
강원도 고성군,13114,13081,13083,13033,13011,13002,13005,13005,12972,12969,12974,12955,38.38058598,128.4678781
강원도 양양군,13618,13620,13612,13603,13647,13672,13700,13708,13740,13749,13732,13726,38.07537941,128.6190796
충청북도 청주시,416948,417036,417289,417394,417681,418260,418518,418686,418765,419003,419099,419145,36.64246074,127.4891116
충청북도 충주시,104173,104108,104003,103878,103863,103861,103931,103959,103947,103934,103963,103913,36.99091676,127.9257467
충청북도 제천시,67033,66927,66754,66608,66547,66470,66426,66366,66421,66392,66376,66313,37.13259287,128.1908895
충청북도 보은군,16364,16319,16260,16234,16199,16172,16149,16152,16163,16148,16130,16120,36.48945062,127.7295675
충청북도 옥천군,25294,25238,25195,25170,25184,25217,25194,25209,25197,25177,25125,25038,36.30634045,127.5712259
충청북도 영동군,24463,24374,24279,24135,24070,24013,24013,24017,23985,23941,23904,23851,36.17489697,127.7833915
충청북도 증평군,18048,18046,17996,17963,17949,17893,17865,17838,17839,17782,17745,17678,36.78528798,127.5814568
충청북도 진천군,38749,38766,38805,38831,38875,38929,38985,39029,39213,39568,39819,39882,36.85487116,127.4357457
충청북도 괴산군,18811,18685,18531,18423,18359,18291,18214,18218,18223,18261,18362,19168,36.8153505,127.7866016
충청북도 음성군,44738,44690,44570,44441,44371,44337,44320,44229,44038,43936,43833,43765,36.94021058,127.6904771
충청북도 단양군,14641,14605,14588,14531,14498,14493,14480,14436,14443,14432,14421,14373,36.98510421,128.3655621
충청남도 천안시,320027,320449,320708,320726,321201,322284,322625,322488,322646,322773,322721,322587,36.81508793,127.1139222
충청남도 공주시,53042,52937,52821,52724,52659,52602,52614,52612,52536,52430,52342,52248,36.44652532,127.1190088
충청남도 보령시,49877,49812,49760,49715,49685,49660,49632,49597,49534,49486,49435,49422,36.33347359,126.6127756
충청남도 아산시,151525,151260,151119,151081,151049,150656,150753,150998,151144,151268,151618,152014,36.78992729,127.0024922
충청남도 서산시,84276,84165,84086,84052,84045,84062,84164,84196,84162,84198,84166,84192,36.78478317,126.4503368
충청남도 논산시,59352,59223,59091,58993,58901,58834,58757,58684,58633,58537,58462,58359,36.18720384,127.0986769
충청남도 계룡시,21485,21437,21442,21463,21424,21484,21466,21502,21489,21461,21498,21479,36.27450688,127.2485308
충청남도 당진시,78616,78442,78283,78167,78124,78069,78050,78018,77982,77992,78005,78043,36.88959597,126.6460108
충청남도 금산군,25880,25804,25759,25717,25689,25631,25639,25609,25562,25519,25496,25485,36.10885289,127.4880279
충청남도 부여군,33665,33579,33482,33388,33340,33271,33240,33163,33128,33074,33014,32980,36.27567229,126.9097853
충청남도 서천군,26657,26590,26542,26476,26404,26380,26389,26361,26284,26246,26260,26252,36.08030449,126.6918535
충청남도 청양군,15640,15532,15441,15378,15322,15316,15283,15240,15210,15207,15192,15257,36.45914434,126.8023368
충청남도 홍성군,50451,50406,50326,50250,50282,50269,50291,50269,50220,50218,50225,50306,36.60131617,126.6608455
충청남도 예산군,39405,39312,39294,39202,39121,39146,39144,39067,39062,39010,38944,38928,36.68088766,126.844815
충청남도 태안군,31005,30894,30890,30869,30839,30883,30893,30908,30938,30961,30918,30843,36.74555213,126.2979723
전라북도 전주시,332439,332649,332764,332819,332775,332684,332877,333046,333337,333600,333965,333890,35.82445746,127.1478665
전라북도 군산시,133511,133226,133021,132963,132884,132777,132746,132615,132604,132611,132579,132527,35.96743059,126.7368529
전라북도 익산시,144006,143562,143226,143167,142904,142672,142493,142333,142090,141983,141837,141703,35.94825493,126.9577833
전라북도 정읍시,55686,55579,55450,55353,55285,55236,55169,55079,54966,54901,54809,54717,35.57000284,126.8563525
전라북도 남원시,41562,41483,41443,41384,41338,41348,41326,41334,41240,41217,41168,41102,35.41632997,127.3903679
전라북도 김제시,42209,42112,42129,42054,42065,42065,41988,41921,41868,41795,41689,41606,35.80330016,126.8807361
전라북도 완주군,44878,44886,44807,44732,44693,44715,44689,44632,44657,44530,44475,44532,35.90482498,127.1620039
전라북도 진안군,12708,12702,12690,12660,12637,12633,12604,12621,12599,12596,12567,12562,35.79178512,127.4245692
전라북도 무주군,12213,12183,12161,12132,12113,12090,12085,12086,12092,12091,12083,12077,36.0067837,127.6607417
전라북도 장수군,11241,11190,11181,11174,11152,11167,11154,11136,11122,11122,11093,11085,35.64729167,127.521172
전라북도 임실군,13989,13881,13780,13676,13623,13608,13561,13519,13469,13438,13400,13348,35.61778264,127.2890493
전라북도 순창군,14574,14539,14484,14476,14427,14413,14421,14373,14333,14327,14285,14290,35.37443426,127.1374233
전라북도 고창군,28165,28087,27952,27866,27815,27782,27760,27708,27667,27640,27577,27565,35.43577681,126.7020803
전라북도 부안군,26736,26668,26596,26535,26492,26475,26452,26395,26349,26316,26284,26226,35.73178215,126.7333099
전라남도 목포시,115238,114973,114871,114776,114610,114402,114423,113822,113227,113061,112974,112466,34.81181045,126.3921426
전라남도 여수시,138714,138417,138243,138111,137886,137823,137731,137557,137481,137478,137433,137247,34.76039685,127.6622222
전라남도 순천시,140895,141041,141276,141001,140636,140751,140900,141205,141324,141623,141617,141417,34.95062457,127.48737
전라남도 나주시,56975,56942,56849,56760,56826,56806,56796,56846,56890,57101,57190,57419,35.0158853,126.7108524
전라남도 광양시,73625,73091,72538,72720,73134,72827,72648,72396,72278,72074,72130,72625,34.94070146,127.6958891
전라남도 담양군,22777,22748,22703,22621,22614,22614,22618,22607,22588,22580,22593,22778,35.32122516,126.9881958
전라남도 곡성군,14706,14660,14614,14563,14522,14504,14446,14447,14421,14382,14344,14332,35.2820633,127.2920961
전라남도 구례군,13463,13399,13329,13308,13300,13303,13248,13220,13196,13144,13132,13200,35.20250131,127.4627157
전라남도 고흥군,33423,33360,33286,33163,33116,33122,33060,33019,32968,32946,32913,32871,34.60477493,127.2762856
전라남도 보성군,21349,21294,21240,21191,21133,21084,20998,20958,20898,20845,20767,20763,34.77147634,127.079973
전라남도 화순군,31641,31571,31555,31590,31615,31657,31666,31656,31680,31626,31610,31616,35.06454988,126.9866674
전라남도 장흥군,19822,19761,19708,19657,19620,19589,19527,19483,19467,19450,19452,19419,34.68163168,126.9071449
전라남도 강진군,18298,18238,18227,18168,18123,18062,18030,18015,17976,17941,17914,17882,34.64205355,126.7672373
전라남도 해남군,35613,35476,35345,35268,35249,35196,35156,35092,35016,34991,34926,34831,34.57338485,126.5992923
전라남도 영암군,26491,26457,26435,26369,26338,26374,26354,26268,26248,26165,26102,26104,34.80016406,126.6967832
전라남도 무안군,40469,40546,40573,40552,40645,40680,40636,41347,42056,42304,42416,42878,34.99040352,126.481689
전라남도 함평군,16414,16394,16319,16280,16222,16179,16153,16108,16093,16079,16033,15988,35.06589788,126.5165996
전라남도 영광군,27019,26954,26909,26846,26825,26810,26794,26764,26735,26687,26666,26631,35.27718056,126.5119711
전라남도 장성군,22216,22164,22055,21983,21957,21953,21954,21872,21841,21758,21727,21683,35.3018382,126.7849389
전라남도 완도군,25200,25145,25085,25032,24978,24946,24947,24945,24900,24886,24838,24817,34.31099974,126.7549467
전라남도 진도군,15589,15554,15543,15513,15506,15489,15479,15473,15411,15368,15583,15798,34.48679563,126.2634295
전라남도 신안군,18813,18809,18691,18641,18594,18549,18495,18419,18354,18280,18211,18169,34.83357423,126.3514524
경상북도 포항시,250568,250389,250014,249868,249685,249466,249331,249157,249105,248997,248840,248694,36.01937542,129.3433639
경상북도 경주시,127424,127166,126935,126851,126795,126657,126655,126547,126570,126522,126601,126591,35.85626282,129.2248116
경상북도 김천시,70354,70274,70128,70053,70013,70055,70079,70013,69964,69979,70049,70023,36.13983232,128.1135643
경상북도 안동시,80722,80555,80421,80315,80215,80056,80151,80214,80225,80165,80171,80246,36.56831833,128.7295868
경상북도 구미시,204565,204295,203863,203677,203565,203260,203046,202755,202770,202791,202645,202608,36.1198418,128.3443068
경상북도 영주시,52969,52868,52724,52651,52570,52430,52367,52273,52219,52159,52102,52049,36.80565236,128.6238768
경상북도 영천시,50245,50139,49945,50057,50013,49965,49965,49952,50026,50139,50155,50203,35.97349135,128.9382431
경상북도 상주시,50830,50653,50382,50261,50149,50026,49961,49874,49771,49777,49704,49594,36.41095303,128.1589549
경상북도 문경시,36687,36622,36489,36393,36355,36582,36433,36368,36381,36394,36339,36406,36.58683084,128.1870005
경상북도 경산시,130645,130562,130707,130742,130683,130563,130319,130228,130226,130366,130578,130923,35.82511073,128.741326
경상북도 군위군,11671,11649,11545,11516,11494,11480,11476,11464,11437,11428,11386,11364,36.24293664,128.5728369
경상북도 의성군,26882,26782,26682,26630,26603,26624,26596,26556,26523,26524,26501,26459,36.35271338,128.6971422
경상북도 청송군,12724,12722,12689,12655,12633,12612,12581,12564,12557,12569,12559,12562,36.43628135,129.0569723
경상북도 영양군,8577,8561,8538,8527,8491,8471,8467,8436,8430,8434,8431,8429,36.66667945,129.1122616
경상북도 영덕군,19529,19461,19400,19347,19306,19298,19279,19257,19257,19194,19173,19116,36.41501475,129.3656654
경상북도 청도군,21865,21833,21751,21747,21738,21696,21653,21617,21596,21581,21541,21488,35.64740052,128.733963
경상북도 고령군,15786,15746,15613,15602,15549,15497,15431,15367,15344,15322,15302,15287,35.72611222,128.2629519
경상북도 성주군,21266,21200,21078,21062,21050,21017,20977,20903,20863,20848,20876,20941,35.91943449,128.2831702
경상북도 칠곡군,55862,55693,55427,55366,55301,55184,55127,54986,54896,54922,54996,54930,35.99558435,128.4016028
경상북도 예천군,28126,28194,28191,28270,28287,28349,28283,28169,28168,28168,28228,28261,36.64687138,128.4372484
경상북도 봉화군,15933,15875,15874,15839,15824,15799,15772,15743,15715,15700,15677,15641,36.8930961,128.7323988
경상북도 울진군,24601,24513,24470,24424,24416,24413,24380,24377,24370,24357,24317,24275,36.99308703,129.4004941
경상북도 울릉군,4331,4297,4263,4220,4210,4213,4211,4193,4182,4170,4135,4121,37.48434523,130.9057502
경상남도 창원시,515403,514988,514120,513733,513396,513083,512863,512368,512096,511910,511694,511460,35.22797503,128.6818146
경상남도 진주시,175572,175475,175506,175528,175482,175435,175410,175410,175648,175749,175827,175989,35.18030228,128.1086628
경상남도 통영시,65192,65005,64838,64751,64634,64497,64433,64269,64194,64061,63939,63791,34.85392667,128.4339955
경상남도 사천시,55446,55348,55280,55246,55169,55112,55207,55236,55259,55208,55166,55095,35.00329629,128.0642328
경상남도 김해시,268275,268330,268241,268353,268332,268259,268173,268175,268140,268125,268051,268025,35.22857717,128.8892552
경상남도 밀양시,53881,53832,53738,53660,53651,53637,53615,53573,53507,53502,53494,53475,35.50388523,128.7466943
경상남도 거제시,117983,117615,117508,117477,117335,117196,117074,116929,116906,116903,116871,116776,34.88091089,128.6218113
경상남도 양산시,174877,175032,175028,175020,175033,175151,175169,175203,175325,175359,175369,175588,35.33501899,129.0376034
경상남도 의령군,13908,13868,13838,13806,13774,13766,13748,13730,13710,13707,13672,13660,35.32219253,128.2617007
경상남도 함안군,32371,32234,32125,32047,31949,31931,31852,31790,31751,31716,31659,31621,35.2724085,128.406507
경상남도 창녕군,31237,31220,31133,31119,31118,31117,31005,30985,30945,30987,30905,30849,35.54461845,128.4922353
경상남도 고성군,26030,25957,25888,25865,25828,25800,25766,25735,25692,25678,25647,25601,34.97308291,128.3224483
경상남도 남해군,22600,22568,22500,22428,22402,22369,22310,22293,22248,22247,22276,22251,34.83768596,127.8925293
경상남도 하동군,23294,23198,23059,22965,22905,22817,22791,22699,22620,22545,22489,22421,35.06734434,127.7513032
경상남도 산청군,18036,18002,17996,17947,17906,17904,17881,17868,17799,17762,17758,17747,35.41510337,127.8738913
경상남도 함양군,20497,20444,20413,20391,20380,20378,20347,20331,20271,20270,20227,20227,35.52053795,127.7251843
경상남도 거창군,31774,31750,31691,31633,31594,31558,31500,31455,31462,31453,31422,31420,35.68666343,127.9094852
경상남도 합천군,23464,23362,23302,23233,23170,23113,23066,22986,22934,22916,22878,22797,35.56668331,128.1658663
제주특별자치도 제주시,243813,243910,243893,243980,244167,244449,244749,244978,245222,245537,245665,245878,33.49958268,126.5312361
제주특별자치도 서귀포시,89705,89671,89560,89496,89515,89524,89577,89724,89794,89879,90024,90148,33.25531026,126.5349109
